Name;Country;Genre;Status;URL
The Visions of Burning Saints;United States;Black Metal;Unknown;https://www.metal-archives.com/bands/The_Visions_of_Burning_Saints/43264
The Voice;United Kingdom;Thrash Metal;Changed name;https://www.metal-archives.com/bands/The_Voice/85792
The Voices in My Head;United States;Slam/Brutal Death Metal;Active;https://www.metal-archives.com/bands/The_Voices_in_My_Head/3540536095
The Void;Spain;Black Metal;Active;https://www.metal-archives.com/bands/The_Void/3540447843
The Void;Brazil;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/The_Void/59051
The Void;Hungary;Melodic Death Metal;Active;https://www.metal-archives.com/bands/The_Void/124108
The Void;Italy;Gothic Metal with Doom elements;Split-up;https://www.metal-archives.com/bands/The_Void/47581
The Void Below;Germany;Doom/Progressive Metal;Active;https://www.metal-archives.com/bands/The_Void_Below/3540416394
The Void's Embrace;Germany;Melodic Death Metal;Active;https://www.metal-archives.com/bands/The_Void%27s_Embrace/3540490588
The Vomiting Dinosaurs;United States;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/The_Vomiting_Dinosaurs/3540334615
The Vowers;Portugal;Thrash Metal;Split-up;https://www.metal-archives.com/bands/The_Vowers/109666
The Voynich Code;Portugal;Technical Deathcore;Active;https://www.metal-archives.com/bands/The_Voynich_Code/3540526085
The Vth Circle;Canada;Melodic Death Metal;Active;https://www.metal-archives.com/bands/The_Vth_Circle/3540424078
The Vulture;United States;Death Metal;Active;https://www.metal-archives.com/bands/The_Vulture/3540471501
The Vultures;Germany;Doom/Heavy Metal/Hard Rock;Active;https://www.metal-archives.com/bands/The_Vultures/47224
V;Finland;Melodic Death/Progressive Metal;Changed name;https://www.metal-archives.com/bands/V/3540334909
V;Malaysia;Heavy Metal;Active;https://www.metal-archives.com/bands/V/3540447060
V;United States;Black/Death Metal;Changed name;https://www.metal-archives.com/bands/V/3540301198
V;United States;Heavy Metal;Unknown;https://www.metal-archives.com/bands/V/3540393167
V;Sweden;Sludge/Doom/Post-Metal/Hardcore;Changed name;https://www.metal-archives.com/bands/V/3540432893
V Přítmí;Mexico;Black/Funeral Doom Metal;Split-up;https://www.metal-archives.com/bands/V_P%C5%99%C3%ADtm%C3%AD/117803
V Rukou Osudu;Czechia;Sludge/Drone/Doom Metal;Active;https://www.metal-archives.com/bands/V_Rukou_Osudu/3540375326
V-8 Compressor;Italy;Stoner/Heavy Metal/Rock;Active;https://www.metal-archives.com/bands/V-8_Compressor/3540485574
V-Anger;Italy;Thrash Metal/Hardcore;Active;https://www.metal-archives.com/bands/V-Anger/3540390477
V-Ego;Russia;Gothic/Doom Metal;Active;https://www.metal-archives.com/bands/V-Ego/3540383157
V-HAJD;Germany;Heavy Metal;Active;https://www.metal-archives.com/bands/V-HAJD/3540380492
V-Kaos;Sweden;Black Metal/Dark Ambient;Active;https://www.metal-archives.com/bands/V-Kaos/117057
V-Khaoz;Finland;Ambient Black Metal;Active;https://www.metal-archives.com/bands/V-Khaoz/3540404374
V-N-R;United States;Heavy Metal;Unknown;https://www.metal-archives.com/bands/V-N-R/3540306748
V-Sect;United States;Black Metal/Punk;Split-up;https://www.metal-archives.com/bands/V-Sect/3540394456
V-Trail;Uruguay;Progressive/Power Metal;Active;https://www.metal-archives.com/bands/V-Trail/3540465087
V-Turbo;Hong Kong;Speed/Thrash Metal;Split-up;https://www.metal-archives.com/bands/V-Turbo/3540378841
V-Twin;Argentina;Melodic Heavy Metal/Hard Rock;On hold;https://www.metal-archives.com/bands/V-Twin/3540430781
V:28;Norway;Atmospheric Black/Death Metal with Electronic influences;Split-up;https://www.metal-archives.com/bands/V%3A28/16470
V:O:I:D;Norway;Industrial Death/Black Metal;Split-up;https://www.metal-archives.com/bands/V%3AO%3AI%3AD/107360
V. Rantanen ja Teräksen varjo;Finland;Power Metal;Split-up;https://www.metal-archives.com/bands/V._Rantanen_ja_Ter%C3%A4ksen_varjo/3540508507
V.A.C.K.;Canada;Black Metal;On hold;https://www.metal-archives.com/bands/V.A.C.K./55772
V.A.R.;Czechia;Thrash Metal;Active;https://www.metal-archives.com/bands/V.A.R./4426
V.B.G.;United States;Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/V.B.G./3540337869
V​.​D​.​H;Mexico;Melodic Black/Gothic Metal;Active;https://www.metal-archives.com/bands/V%E2%80%8B.%E2%80%8BD%E2%80%8B.%E2%80%8BH/3540472706
V.E.G.;Mexico;Black Metal;Changed name;https://www.metal-archives.com/bands/V.E.G./3540349472
V.E.I.L.S.;Italy;Progressive Death Metal;Unknown;https://www.metal-archives.com/bands/V.E.I.L.S./95941
V.E.L;Ukraine;Thrash Metal;Active;https://www.metal-archives.com/bands/V.E.L/3540475589
V.G.F.;Germany;Black/Death Metal;Split-up;https://www.metal-archives.com/bands/V.G.F./3540400210
V.I.C. Royal;Greece;Thrash Metal/Metalcore;Split-up;https://www.metal-archives.com/bands/V.I.C._Royal/35210
V.I.D.A.;Argentina;Melodic Death/Thrash Metal/Metalcore;Active;https://www.metal-archives.com/bands/V.I.D.A./3540439086
V.I.I.R.L.;United States;Black Metal/Shoegaze;Unknown;https://www.metal-archives.com/bands/V.I.I.R.L./3540350153
V.I.L;Argentina;Thrash/Death Metal;Active;https://www.metal-archives.com/bands/V.I.L/3540511989
V.I.L.;Spain;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/V.I.L./3540381827
V.I.L.;Chile;Gothic Rock/Metal;Active;https://www.metal-archives.com/bands/V.I.L./3540465859
V.I.S.;United States;Black Metal;Active;https://www.metal-archives.com/bands/V.I.S./3540535889
V.I.T.R.I.O.L Crown;United States;Black Metal;Active;https://www.metal-archives.com/bands/V.I.T.R.I.O.L_Crown/3540489153
V.L.E.X.;Peru;Thrash Metal;Split-up;https://www.metal-archives.com/bands/V.L.E.X./3540376720
V.M.R.A.;Germany;Death Metal/Goregrind;Split-up;https://www.metal-archives.com/bands/V.M.R.A./3540334921
V.O.C.;United States;Death Metal;Split-up;https://www.metal-archives.com/bands/V.O.C./3540476809
V.O.D.;Portugal;Thrash Metal;Split-up;https://www.metal-archives.com/bands/V.O.D./101595
V.O.I.D;United States;Blackened Drone/Doom Metal;Changed name;https://www.metal-archives.com/bands/V.O.I.D/3540342119
V.O.I.D.;Italy;Stoner/Doom Metal;Active;https://www.metal-archives.com/bands/V.O.I.D./3540478846
V​.​O​.​I​.​D.;Portugal;Black/Death Metal;Unknown;https://www.metal-archives.com/bands/V%E2%80%8B.%E2%80%8BO%E2%80%8B.%E2%80%8BI%E2%80%8B.%E2%80%8BD./3540533146
V.O.M.;United States;Thrash Metal/Crossover;Split-up;https://www.metal-archives.com/bands/V.O.M./3540503414
V.Ö.M.B.;Sweden;Death Metal;Changed name;https://www.metal-archives.com/bands/V.%C3%96.M.B./3540292638
V.P.O.ho;Czechia;Heavy Metal;Active;https://www.metal-archives.com/bands/V.P.O.ho/3540498459
V.R.G.;Ecuador;Grindcore/Death Metal;Active;https://www.metal-archives.com/bands/V.R.G./3540493878
V.S.I.;United States;Thrash/Groove Metal/Crossover;Active;https://www.metal-archives.com/bands/V.S.I./3540495811
V.T.H.;United States;Thrash Metal;Split-up;https://www.metal-archives.com/bands/V.T.H./3540464835
V.u.l.g.a.r.;Argentina;Heavy Metal;Active;https://www.metal-archives.com/bands/V.u.l.g.a.r./3540459004
V/H/S;Brazil;Atmospheric/Post-Black Metal;Unknown;https://www.metal-archives.com/bands/V-H-S/3540427218
V/Haze Miasma;Germany;Progressive/Post-Metal;Active;https://www.metal-archives.com/bands/V-Haze_Miasma/3540500180
V1;United Kingdom;NWOBHM, Heavy Metal;Active;https://www.metal-archives.com/bands/V1/3540397557
V12;Portugal;Power/Speed Metal;Split-up;https://www.metal-archives.com/bands/V12/50163
V13ault;Slovakia;Progressive Metal;Active;https://www.metal-archives.com/bands/V13ault/80076
V2;Germany;Heavy Metal/Hard Rock;Split-up;https://www.metal-archives.com/bands/V2/107122
V3h3m3nt;Singapore;Thrash/Groove Metal;Active;https://www.metal-archives.com/bands/V3h3m3nt/3540530007
V8;Argentina;Heavy Metal;Split-up;https://www.metal-archives.com/bands/V8/3236
Vaabnet;Denmark;Raw Black Metal/Punk;Split-up;https://www.metal-archives.com/bands/Vaabnet/3540432962
Vaahl;Spain;Post-Black Metal;Active;https://www.metal-archives.com/bands/Vaahl/3540511988
Vaakendal;Finland;Melodic Death/Black Metal;Active;https://www.metal-archives.com/bands/Vaakendal/3540540892
Vaakevandring;Norway;Symphonic Black Metal;Split-up;https://www.metal-archives.com/bands/Vaakevandring/5379
Vaakot;United States;Black Metal/Noise;Active;https://www.metal-archives.com/bands/Vaakot/3540523272
Vaal;Greece;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Vaal/3540259667
Vaal;Netherlands;Black Metal;Split-up;https://www.metal-archives.com/bands/Vaal/3540418791
Vaal Zebu;Mexico;Experimental Grindcore;Active;https://www.metal-archives.com/bands/Vaal_Zebu/3540475703
Vaalandhur;Argentina;Black Metal;Active;https://www.metal-archives.com/bands/Vaalandhur/3540488148
Vaalghul;North Macedonia;Black Metal;Split-up;https://www.metal-archives.com/bands/Vaalghul/3540380410
Vaalnor;Switzerland;Folk Metal;Active;https://www.metal-archives.com/bands/Vaalnor/3540314161
Vaaltovashe;Canada;Doom/Death Metal;Active;https://www.metal-archives.com/bands/Vaaltovashe/3540368111
Vaalturion;Sweden;Melodic Death Metal;Split-up;https://www.metal-archives.com/bands/Vaalturion/101685
Vaamatar;United States;Black Metal;Active;https://www.metal-archives.com/bands/Vaamatar/3540468142
Vaan War;United States;Black Metal;Active;https://www.metal-archives.com/bands/Vaan_War/3540415726
Vaande;Norway;Black Metal;Unknown;https://www.metal-archives.com/bands/Vaande/53325
Vaar;United States;Atmospheric Black Metal;Active;https://www.metal-archives.com/bands/Vaar/3540463961
Vaara;Sweden;Sludge/Post-Metal;Active;https://www.metal-archives.com/bands/Vaara/3540546013
Vaarherre;United States;Black Metal;Unknown;https://www.metal-archives.com/bands/Vaarherre/3540322160
Vaarnis;Netherlands;Atmospheric/Neoclassical Black Metal;Active;https://www.metal-archives.com/bands/Vaarnis/3540461955
Vaaryytta Yksi;Australia;Black Metal;Active;https://www.metal-archives.com/bands/Vaaryytta_Yksi/3540483151
Vaashnak;United Kingdom;Black Metal;Active;https://www.metal-archives.com/bands/Vaashnak/3540487729
Váboði;Iceland;Black Metal;Active;https://www.metal-archives.com/bands/V%C3%A1bo%C3%B0i/3540374700
Vacancy;Finland;Groove/Melodic Death Metal;Active;https://www.metal-archives.com/bands/Vacancy/3540367627
Vacant;Sweden;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Vacant/3540401033
Vacant Body;Australia;Black Metal;Active;https://www.metal-archives.com/bands/Vacant_Body/3540452136
Vacant Coffin;Finland;Death Metal/Grindcore;On hold;https://www.metal-archives.com/bands/Vacant_Coffin/101527
Vacant Eyes;United States;Funeral Doom Metal;Active;https://www.metal-archives.com/bands/Vacant_Eyes/3540370946
Vacant Flesh;United States;Death Metal/Hardcore;Unknown;https://www.metal-archives.com/bands/Vacant_Flesh/3540482602
Vacant Grave;United States;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Vacant_Grave/10217
Vacant Heaven;United States;Death Metal/Hardcore;Active;https://www.metal-archives.com/bands/Vacant_Heaven/3540460842
Vacant Planet;Russia;Atmospheric Black Metal/Ambient;Active;https://www.metal-archives.com/bands/Vacant_Planet/3540547867
Vacant Planet;Germany;Progressive Metal;Split-up;https://www.metal-archives.com/bands/Vacant_Planet/25678
Vacant Planets;United States;Death Metal/Crust Punk;Active;https://www.metal-archives.com/bands/Vacant_Planets/3540477338
Vacant Seas;United States;Progressive Metal;Split-up;https://www.metal-archives.com/bands/Vacant_Seas/3540376297
Vacant Throne;United States;Power Metal;Unknown;https://www.metal-archives.com/bands/Vacant_Throne/3540350237
Vacantfield;Greece;Black Metal/Experimental/Avant-garde;Active;https://www.metal-archives.com/bands/Vacantfield/3540337512
Vacarme;France;Brutal Death Metal;Split-up;https://www.metal-archives.com/bands/Vacarme/21062
Vacha;United States;Black Metal;Active;https://www.metal-archives.com/bands/Vacha/3540437740
Vachteria;Mexico;Thrash/Speed Metal;Active;https://www.metal-archives.com/bands/Vachteria/3540531167
Vacillation;United States;Melodic Death/Black Metal;Active;https://www.metal-archives.com/bands/Vacillation/3540271284
Vaciø;Spain;Melodic Black Metal;Active;https://www.metal-archives.com/bands/Vaci%C3%B8/3540490263
Vacivus;United Kingdom;Death Metal;Active;https://www.metal-archives.com/bands/Vacivus/3540385638
Vactvm;Colombia;Black Metal;Active;https://www.metal-archives.com/bands/Vactvm/3540540452
Vacua;Italy;Black Metal;Active;https://www.metal-archives.com/bands/Vacua/3540536538
Vacui Segno;Finland;Melodic Black Metal;Split-up;https://www.metal-archives.com/bands/Vacui_Segno/74502
Vacuity;United States;Melodic Black/Death Metal;Active;https://www.metal-archives.com/bands/Vacuity/3540413695
Vacuo;Italy;Raw/Experimental Black Metal;Active;https://www.metal-archives.com/bands/Vacuo/3540531742
Vacuous;United Kingdom;Death Metal;Active;https://www.metal-archives.com/bands/Vacuous/3540467208
Vacuous (CA);United States;Death Metal/Deathcore;Active;https://www.metal-archives.com/bands/Vacuous_%28CA%29/3540508369
Vacuous Depths;United States;Death Metal;Active;https://www.metal-archives.com/bands/Vacuous_Depths/3540457149
Vacuum;Italy;Black Metal;Unknown;https://www.metal-archives.com/bands/Vacuum/46622
Vacuum;Czechia;Doom/Death Metal;Split-up;https://www.metal-archives.com/bands/Vacuum/29504
Vacuum;Japan;Thrash Metal;Split-up;https://www.metal-archives.com/bands/Vacuum/20806
Vacuum;Norway;Black/Death Metal;Split-up;https://www.metal-archives.com/bands/Vacuum/3540277098
Vacuum Tehiru;France;Death/Black Metal;Active;https://www.metal-archives.com/bands/Vacuum_Tehiru/3540458298
Vacuus;United States;Raw Black Metal;Split-up;https://www.metal-archives.com/bands/Vacuus/3540317705
Vacuus;Canada;Progressive Death Metal;Active;https://www.metal-archives.com/bands/Vacuus/3540406466
Vacvvm;Portugal;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Vacvvm/3540505558
Vad;Spain;Pagan Black Metal;Active;https://www.metal-archives.com/bands/Vad/3540427503
Vadász;International;Heavy Metal;Active;https://www.metal-archives.com/bands/Vad%C3%A1sz/3540487996
Vadatajs;Norway;Black Metal;Active;https://www.metal-archives.com/bands/Vadatajs/3540493236
Våde;Norway;Progressive Death Metal;Active;https://www.metal-archives.com/bands/V%C3%A5de/3540511916
Vade Aratro;Italy;Heavy Metal with Folk and Thrash influences;Active;https://www.metal-archives.com/bands/Vade_Aratro/3540311005
Vade Retro;Spain;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Vade_Retro/98376
Vade Retro;Argentina;Brutal Death/Black Metal;Active;https://www.metal-archives.com/bands/Vade_Retro/3540451986
Vådedöd;Sweden;Black Metal;Active;https://www.metal-archives.com/bands/V%C3%A5ded%C3%B6d/3540501649
Vademekhum;Uruguay;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Vademekhum/3540435728
Vader;Poland;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Vader/145
Vadertopsy;Finland;Black/Death Metal;Active;https://www.metal-archives.com/bands/Vadertopsy/102582
Vadge Fang;United States;Experimental/Doom Metal;Active;https://www.metal-archives.com/bands/Vadge_Fang/3540484518
Vadiat;United States;Death/Doom Metal;Active;https://www.metal-archives.com/bands/Vadiat/3540459789
Vadikan;Russia;Gothic Metal;Active;https://www.metal-archives.com/bands/Vadikan/3540358108
VadimVon;United States;Death Metal;Split-up;https://www.metal-archives.com/bands/VadimVon/99845
Vado Mori;Australia;Melodic Black Metal;On hold;https://www.metal-archives.com/bands/Vado_Mori/21606
Vadon;Hungary;Black/Heavy Metal;Active;https://www.metal-archives.com/bands/Vadon/3540505094
Vadra;Argentina;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Vadra/3540449055
Vae Mortis;Mexico;Raw Black Metal;Active;https://www.metal-archives.com/bands/Vae_Mortis/3540480425
Vae Solis;Brazil;Black Metal;Split-up;https://www.metal-archives.com/bands/Vae_Solis/3540281453
Vae Solis;United Kingdom;Thrash/Melodic Death Metal;Split-up;https://www.metal-archives.com/bands/Vae_Solis/16000
Vae Solis;Brazil;Death Metal;Unknown;https://www.metal-archives.com/bands/Vae_Solis/3540444843
Vae Solis;Ukraine;Black Metal;Active;https://www.metal-archives.com/bands/Vae_Solis/14075
Vae Tertium;Germany;Black Metal;Active;https://www.metal-archives.com/bands/Vae_Tertium/3540324892
Vae Victis;Poland;Melodic Black/Death/Doom Metal;Split-up;https://www.metal-archives.com/bands/Vae_Victis/14931
Vae Victis;Poland;Black/Death Metal;Split-up;https://www.metal-archives.com/bands/Vae_Victis/3540314713
Vae Victis;United States;Black Metal;Split-up;https://www.metal-archives.com/bands/Vae_Victis/74876
Vae Victis;Peru;Heavy Metal;Active;https://www.metal-archives.com/bands/Vae_Victis/3540271260
Vae Victis;France;Black Metal;Active;https://www.metal-archives.com/bands/Vae_Victis/41639
Vae Victis;United States;Thrash/Speed Metal/Crossover;Split-up;https://www.metal-archives.com/bands/Vae_Victis/111815
Vae Victis;Germany;Black/Thrash Metal;Active;https://www.metal-archives.com/bands/Vae_Victis/122824
Vae Victis;Belgium;Black Metal;Split-up;https://www.metal-archives.com/bands/Vae_Victis/11742
Vae Victis;France;Black Metal;Split-up;https://www.metal-archives.com/bands/Vae_Victis/10981
Vae Viktis;France;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Vae_Viktis/3540389640
Vaee Solis;Portugal;Blackened Doom Metal;Split-up;https://www.metal-archives.com/bands/Vaee_Solis/3540394250
Vaegon;Canada;Technical Death Metal/Deathcore;Active;https://www.metal-archives.com/bands/Vaegon/3540528056
Vægtløs;Denmark;Atmsopheric Post-Black Metal/Shoegaze;Active;https://www.metal-archives.com/bands/V%C3%A6gtl%C3%B8s/3540539080
Vael;Australia;Post-Black/Funeral Doom Metal;Active;https://www.metal-archives.com/bands/Vael/3540523662
Vaelk;Germany;Black Metal;Unknown;https://www.metal-archives.com/bands/Vaelk/3540330778
Vaelmyst;United States;Melodic Death Metal;Active;https://www.metal-archives.com/bands/Vaelmyst/3540437260
Vaenir;Bulgaria;Atmospheric Black/Doom Metal;Active;https://www.metal-archives.com/bands/Vaenir/3540476602
Vaeok;United States;Black Metal;Active;https://www.metal-archives.com/bands/Vaeok/3540460316
Vaer;International;Depressive/Post-Black Metal;Split-up;https://www.metal-archives.com/bands/Vaer/3540387763
Værbitt;Norway;Atmospheric Black Metal;Active;https://www.metal-archives.com/bands/V%C3%A6rbitt/3540417383
Vaermina;New Zealand;Depressive/Post-Black Metal/Shoegaze;Active;https://www.metal-archives.com/bands/Vaermina/3540462925
Väestönsuoja;Finland;Grindcore/Death Metal;Active;https://www.metal-archives.com/bands/V%C3%A4est%C3%B6nsuoja/3540482614
Vætteilden;Denmark;Black Metal;Active;https://www.metal-archives.com/bands/V%C3%A6tteilden/3540531593
Vaettir;United States;Black Metal;Active;https://www.metal-archives.com/bands/Vaettir/3540257610
Vaettir;Canada;Black Metal;Active;https://www.metal-archives.com/bands/Vaettir/3540531958
Vaevictis;United Kingdom;Progressive Metal;Active;https://www.metal-archives.com/bands/Vaevictis/3540486781
Vaexus;United States;Thrash/Groove Metal;Active;https://www.metal-archives.com/bands/Vaexus/3540539439
Vaffen;Mexico;Thrash Metal/Crossover;Active;https://www.metal-archives.com/bands/Vaffen/3540326631
Vagabond;Germany;Power/Thrash Metal;Split-up;https://www.metal-archives.com/bands/Vagabond/3540271635
Vagabond;Russia;Heavy/Thrash Metal;Active;https://www.metal-archives.com/bands/Vagabond/88095
Vagabond Dogs;Canada;Speed Metal/Punk;Split-up;https://www.metal-archives.com/bands/Vagabond_Dogs/3540432010
Vagancy;Argentina;Black Metal/Punk;Unknown;https://www.metal-archives.com/bands/Vagancy/3540347345
Vagante;Portugal;Black Metal;Active;https://www.metal-archives.com/bands/Vagante/3540534668
Vagary;United States;Progressive Metal;Unknown;https://www.metal-archives.com/bands/Vagary/3540360541
Vagary;United States;Doom Metal;Unknown;https://www.metal-archives.com/bands/Vagary/3540521072
Vagerke;Japan;Melodic Death Metal/Metalcore;Split-up;https://www.metal-archives.com/bands/Vagerke/67984
Vagevuur;Belgium;Black Metal;Split-up;https://www.metal-archives.com/bands/Vagevuur/3540260586
Vagézaryavtre;France;Black Metal;Split-up;https://www.metal-archives.com/bands/Vag%C3%A9zaryavtre/17553
Vagh;Sweden;Heavy Metal/Hard Rock;On hold;https://www.metal-archives.com/bands/Vagh/99455
Vagina Corpse;Indonesia;Brutal Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/Vagina_Corpse/102944
Vagina Dentata;Indonesia;Goregrind;Active;https://www.metal-archives.com/bands/Vagina_Dentata/3540355655
Vagina Stench Vomitive;Thailand;Grindcore/Death Metal;Active;https://www.metal-archives.com/bands/Vagina_Stench_Vomitive/3540346562
Vagina Witchcraft;Canada;Sludge/Doom Metal/Hardcore Punk;Split-up;https://www.metal-archives.com/bands/Vagina_Witchcraft/3540475563
Vaginal Addiction;Canada;Brutal Death Metal;Active;https://www.metal-archives.com/bands/Vaginal_Addiction/3540420025
Vaginal Anomalies;Mexico;Brutal Death Metal/Goregrind;Active;https://www.metal-archives.com/bands/Vaginal_Anomalies/3540403971
Vaginal Apocalypse;Netherlands;Brutal Death Metal;Active;https://www.metal-archives.com/bands/Vaginal_Apocalypse/3540491372
Vaginal Bear Trap;United States;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Vaginal_Bear_Trap/3540355105
Vaginal Bloodfart;United States;Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/Vaginal_Bloodfart/3540335592
Vaginal Carnage;Australia;Goregrind;Split-up;https://www.metal-archives.com/bands/Vaginal_Carnage/2614
Vaginal Cassoulet;France;Brutal Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Vaginal_Cassoulet/3540418233
Vaginal Chicken;France;Brutal Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/Vaginal_Chicken/98099
Vaginal Cum;Poland;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Vaginal_Cum/3540465956
Vaginal Destruction;United States;Stoner/Doom Metal;Split-up;https://www.metal-archives.com/bands/Vaginal_Destruction/107450
Vaginal Diarrhoea;Czechia;Goregrind;Active;https://www.metal-archives.com/bands/Vaginal_Diarrhoea/3540414239
Vaginal Discharge;United States;Death Metal;Split-up;https://www.metal-archives.com/bands/Vaginal_Discharge/3540265818
Vaginal Flatulation;Spain;Brutal Death Metal/Grindcore;Changed name;https://www.metal-archives.com/bands/Vaginal_Flatulation/3540283158
Vaginal Fungus;United States;Goregrind;Active;https://www.metal-archives.com/bands/Vaginal_Fungus/3540503197
Vaginal Graft;Mexico;Brutal Death Metal;Split-up;https://www.metal-archives.com/bands/Vaginal_Graft/3540310006
Vaginal Herpes;Ecuador;Goregrind;Active;https://www.metal-archives.com/bands/Vaginal_Herpes/3540479691
Vaginal Icecream;Ukraine;Death Metal/Goregrind;Split-up;https://www.metal-archives.com/bands/Vaginal_Icecream/3540485281
Vaginal Incest;Germany;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Vaginal_Incest/2527
Vaginal Jack;Russia;Grindcore/Death Metal;Active;https://www.metal-archives.com/bands/Vaginal_Jack/3540392104
Vaginal Kebab;Spain;Goregrind;Active;https://www.metal-archives.com/bands/Vaginal_Kebab/3540334945
Vaginal Mastication;United States;Brutal Death Metal;Active;https://www.metal-archives.com/bands/Vaginal_Mastication/3540472859
Vaginal Molestation;Brazil;Brutal Death Metal;Active;https://www.metal-archives.com/bands/Vaginal_Molestation/67717
Vaginal Morbidity;United States;Brutal Death Metal/Goregrind;Split-up;https://www.metal-archives.com/bands/Vaginal_Morbidity/3540314492
Vaginal Mustard;United States;Technical/Brutal Death Metal, Goregrind;Active;https://www.metal-archives.com/bands/Vaginal_Mustard/3540372356
