name;startDate;url;artist;addressCountry;addressLocality;streetAddress;postalCode;coordinates
Russian Circles @ Uebel & Gefährlich;2024-10-26T19:00:00;https://www.bandsintown.com/e/105299973-russian-circles-at-uebel-and-gefahrlich?came_from=209;Russian Circles;Germany;Hamburg;Feldstrasse 66;20359;(53.5564221, 9.9699776)
Russian Circles @ Muziekgieterij;2024-10-27T10:00:00;https://www.bandsintown.com/e/105106605-russian-circles-at-muziekgieterij?came_from=209;Russian Circles;Netherlands;Maastricht;Boschstraat 5;6211 AS;(50.85731500000001, 5.690566)
Russian Circles @ O2 Institute Birmingham;2024-10-29T19:00:00;https://www.bandsintown.com/e/105299975-russian-circles-at-o2-institute-birmingham?came_from=209;Russian Circles;United Kingdom;Birmingham;78 Digbeth;B5 6DY;(52.4755624, -1.8874443)
Russian Circles @ Slay Glasgow;2024-10-30T19:00:00;https://www.bandsintown.com/e/105299977-russian-circles-at-slay-glasgow?came_from=209;Russian Circles;United Kingdom;Glasgow;24 Glassford St;G1 1UL;(55.8582067, -4.2488598)
Russian Circles @ Limelight;2024-10-31T19:00:00;https://www.bandsintown.com/e/105299979-russian-circles-at-limelight?came_from=209;Russian Circles;United Kingdom;Belfast;17 Ormeau Ave;BT2 8HD;(54.59299009999999, -5.9285558)
Russian Circles @ The Button Factory;2024-11-01T19:00:00;https://www.bandsintown.com/e/105299984-russian-circles-at-the-button-factory?came_from=209;Russian Circles;Ireland;Dublin;Curved St;D024D26;(53.3449334, -6.2645228)
Russian Circles @ Bowlers Exhibition Centre;2024-11-02T19:00:00;https://www.bandsintown.com/e/105068600-russian-circles-at-bowlers-exhibition-centre?came_from=209;Russian Circles;United Kingdom;Stretford;Longbridge Rd;M17 1EH;(53.46900960000001, -2.3312009)
Russian Circles @ EartH;2024-11-03T19:00:00;https://www.bandsintown.com/e/105299989-russian-circles-at-earth?came_from=209;Russian Circles;United Kingdom;London;11-17 Stoke Newington Rd;N16 8BH;(51.5510139, -0.0754618)
Russian Circles @ Le Trianon;2024-11-05T19:00:00;https://www.bandsintown.com/e/105299991-russian-circles-at-le-trianon?came_from=209;Russian Circles;France;Paris;80 Boulevard Rochechouart;75018;(48.88308060000001, 2.3429806)
Russian Circles @ Antipode Mjc;2024-11-06T19:00:00;https://www.bandsintown.com/e/105299993-russian-circles-at-antipode-mjc?came_from=209;Russian Circles;France;Rennes;Rue André Trasbot;35000;(48.10116, -1.70898)
Russian Circles @ Le Krakatoa;2024-11-07T19:00:00;https://www.bandsintown.com/e/105299994-russian-circles-at-le-krakatoa?came_from=209;Russian Circles;France;Mérignac;3 Avenue Victor Hugo;33700;(44.82367110000001, -0.6246825000000001)
Russian Circles @ Hard Club;2024-11-09T19:00:00;https://www.bandsintown.com/e/105374887-russian-circles-at-hard-club?came_from=209;Russian Circles;Portugal;Porto;Praça do Infante D. Henrique;4050;(41.1419143, -8.614886199999999)
Russian Circles @ Sala Copérnico;2024-11-10T19:00:00;https://www.bandsintown.com/e/105299999-russian-circles-at-sala-copernico?came_from=209;Russian Circles;Spain;Madrid;Calle de Fernández de los Ríos;28015;(40.4352451, -3.7114198)
Russian Circles @ Salamandra;2024-11-11T19:00:00;https://www.bandsintown.com/e/105300001-russian-circles-at-salamandra?came_from=209;Russian Circles;Spain;L'hospitalet De Llobregat;Av del Carrilet 235;08907;(41.3601493, 2.1093739)
Nile @ The Brightside Brisbane;2024-10-17T19:00:00;https://www.bandsintown.com/e/1032022814-nile-at-the-brightside-brisbane?came_from=209;Nile;Australia;Fortitude Valley;27 Warner St;4006;(-27.4571152, 153.0350475)
Nile @ Max Watts Melbourne;2024-10-18T20:00:00;https://www.bandsintown.com/e/1032022784-nile-at-max-watts-melbourne?came_from=209;Nile;Australia;Melbourne;125 Swanston St;3000;(-37.8147268, 144.9659968)
Nile @ Uni Bar;2024-10-19T19:00:00;https://www.bandsintown.com/e/1032030433-nile-at-uni-bar?came_from=209;Nile;Australia;Sandy Bay;Union Building, Churchill Ave;7005;(-42.90314919999999, 147.3238721)
Nile @ Crowbar Sydney;2024-10-20T19:00:00;https://www.bandsintown.com/e/1032022700-nile-at-crowbar-sydney?came_from=209;Nile;Australia;Leichhardt;345 Parramatta Rd;2040;(-33.8876182, 151.1593572)
Nile @ Whammy Bar;2024-10-22T19:30:00;https://www.bandsintown.com/e/1032022872-nile-at-whammy-bar?came_from=209;Nile;New Zealand;Auckland;183 Karangahape Rd;1010;(-36.8577044, 174.75991769999996)
Nile @ The Basement East;2025-01-07T18:30:00;https://www.bandsintown.com/e/1032495196-nile-at-the-basement-east?came_from=209;Nile;United States;Nashville;917 Woodland St;37206;(36.175686, -86.75559)
Nile @ The Masquerade;2025-01-08T17:30:00;https://www.bandsintown.com/e/1032431697-nile-at-the-masquerade?came_from=209;Nile;United States;Atlanta;75 M.L.K. Jr Dr SW;30303;(33.748752, -84.38768449999999)
Nile @ Culture Room;2025-01-11T18:30:00;https://www.bandsintown.com/e/1032431602-nile-at-culture-room?came_from=209;Nile;United States;Fort Lauderdale;3045 N Federal Hwy;33306;(26.166121, -80.116479)
Nile @ The Orpheum;2025-01-12T17:30:00;https://www.bandsintown.com/e/1032873041-nile-at-the-orpheum?came_from=209;Nile;United States;Tampa;14802 N Nebraska Ave;33613;(28.0832711, -82.451646)
Nile @ Music Farm;2025-01-13T19:30:00;https://www.bandsintown.com/e/1032431794-nile-at-music-farm?came_from=209;Nile;United States;Charleston;32 Ann St;29403;(32.789886, -79.937336)
Nile @ Radio Room;2025-01-14T18:30:00;https://www.bandsintown.com/e/1032431517-nile-at-radio-room?came_from=209;Nile;United States;Greenville;110 Poinsett Hwy;29609;(34.85262, -82.39401)
Nile @ Hangar 1819;2025-01-15T17:30:00;https://www.bandsintown.com/e/1032675141-nile-at-hangar-1819?came_from=209;Nile;United States;Greensboro;1819 Spring Garden St;27403;(36.0635964, -79.82258519999999)
Nile @ Starland Ballroom;2025-01-17T18:30:00;https://www.bandsintown.com/e/1032431870-nile-at-starland-ballroom?came_from=209;Nile;United States;Sayreville;570 Jernee Mill Road;08872;(40.44041, -74.355218)
Nile @ Palladium;2025-01-18T18:30:00;https://www.bandsintown.com/e/1032437691-nile-at-palladium?came_from=209;Nile;United States;Worcester;261 Main St;01608;(42.266725, -71.80065560000001)
Nile @ Empire Live;2025-01-19T18:30:00;https://www.bandsintown.com/e/1032431568-nile-at-empire-live?came_from=209;Nile;United States;Albany;93 N Pearl St;12207;(42.652676, -73.750384)
Nile @ Lovedraft's Brewing Co;2025-01-20T17:30:00;https://www.bandsintown.com/e/1032431593-nile-at-lovedraft's-brewing-co?came_from=209;Nile;United States;Mechanicsburg;165 Gateway Dr;17050;(40.23819649999999, -76.9821809)
Nile @ Preserving Underground;2025-01-21T18:00:00;https://www.bandsintown.com/e/1032515282-nile-at-preserving-underground?came_from=209;Nile;United States;New Kensington;1101 5th Ave;15068;(40.5683494, -79.76626970000001)
Nile @ Agora Theater & Ballroom;2025-01-23T18:30:00;https://www.bandsintown.com/e/1032432046-nile-at-agora-theater-and-ballroom?came_from=209;Nile;United States;Cleveland;5000 Euclid Ave;44103;(41.5037002, -81.6539535)
Nile @ The KING of CLUBS;2025-01-24T17:30:00;https://www.bandsintown.com/e/1032431954-nile-at-the-king-of-clubs?came_from=209;Nile;United States;Columbus;6252 Busch Blvd;43229;(40.0936654, -82.992195)
Nile @ The Machine Shop;2025-01-25T17:30:00;https://www.bandsintown.com/e/1032921224-nile-at-the-machine-shop?came_from=209;Nile;United States;Flint;3539 S Dort Hwy;48507;(42.9914097, -83.6529151)
Nile @ The Intersection;2025-01-26T19:00:00;https://www.bandsintown.com/e/1032908025-nile-at-the-intersection?came_from=209;Nile;United States;Grand Rapids;133 Cesar E. Chavez Ave SW;49503;(42.959982, -85.673915)
Nile @ The Forge;2025-01-27T18:30:00;https://www.bandsintown.com/e/1032474314-nile-at-the-forge?came_from=209;Nile;United States;Joliet;22 W Cass St;60432;(41.52765650000001, -88.0821151)
Nile @ Bogart's;2025-01-30T17:30:00;https://www.bandsintown.com/e/1032431428-nile-at-bogart's?came_from=209;Nile;United States;Cincinnati;2621 Vine St;45219;(39.1299821, -84.5100266)
Nile @ The Rave / Eagles Club;2025-02-01T18:30:00;https://www.bandsintown.com/e/1032430095-nile-at-the-rave-eagles-club?came_from=209;Nile;United States;Milwaukee;2401 W Wisconsin Ave;53233;(43.0379175, -87.9433123)
Nile @ Skyway Theatre;2025-02-02T18:00:00;https://www.bandsintown.com/e/1032747004-nile-at-skyway-theatre?came_from=209;Nile;United States;Minneapolis;711 Hennepin Ave;55403;(44.9773414, -93.2749612)
Nile @ The Oriental Theater;2025-02-04T18:30:00;https://www.bandsintown.com/e/1032127735-nile-at-the-oriental-theater?came_from=209;Nile;United States;Denver;4335 W 44th Ave;80212;(39.7767868, -105.0435276)
Nile @ Sinwave;2025-02-06T18:00:00;https://www.bandsintown.com/e/1032434178-nile-at-sinwave?came_from=209;Nile;United States;Las Vegas;1412 S Main St;89104;(36.1542376, -115.1543185)
Nile @ Observatory;2025-02-07T17:30:00;https://www.bandsintown.com/e/1032449510-nile-at-observatory?came_from=209;Nile;United States;Santa Ana;3503 S Harbor Blvd;92704;(33.699631, -117.9177051)
Nile @ Goldfield Trading Post Roseville;2025-02-08T18:30:00;https://www.bandsintown.com/e/1032431475-nile-at-goldfield-trading-post-roseville?came_from=209;Nile;United States;Roseville;238 Vernon St;95678;(38.7493664, -121.283744)
Nile @ Bossanova Ballroom;2025-02-10T20:00:00;https://www.bandsintown.com/e/1032497494-nile-at-bossanova-ballroom?came_from=209;Nile;United States;Portland;722 E Burnside St;97214;(45.5226976, -122.6582929)
Nile @ El Corazon;2025-02-11T18:30:00;https://www.bandsintown.com/e/1032431533-nile-at-el-corazon?came_from=209;Nile;United States;Seattle;109 Eastlake Ave E;98109;(47.6187576, -122.32934)
Nile @ Cornerstone Craft Beer & Live Music;2025-02-13T18:30:00;https://www.bandsintown.com/e/1032438237-nile-at-cornerstone-craft-beer-and-live-music?came_from=209;Nile;United States;Berkeley;2367 Shattuck Ave;94704;(37.8663201, -122.2673229)
Nile @ The Catalyst;2025-02-14T18:30:00;https://www.bandsintown.com/e/1032562427-nile-at-the-catalyst?came_from=209;Nile;United States;Santa Cruz;1011 Pacific Ave;95060;(36.9713454, -122.0256011)
Nile @ 1720™;2025-02-15T17:30:00;https://www.bandsintown.com/e/1033116468-nile-at-1720tm?came_from=209;Nile;United States;Los Angeles;1720 E 16th St;90021;(34.0231432, -118.2417586)
Nile @ The Nile Theater;2025-02-16T17:30:00;https://www.bandsintown.com/e/1032431943-nile-at-the-nile-theater?came_from=209;Nile;United States;Mesa;105 W Main St;85201;(33.414927, -111.834439)
Nile @ Lauter Haus Brewing Co.;2025-02-18T18:30:00;https://www.bandsintown.com/e/1032436907-nile-at-lauter-haus-brewing-co.?came_from=209;Nile;United States;Farmington;1806 E 20th;87401;(36.72806, -108.21869)
Nile @ Haltom Theater;2025-02-20T17:30:00;https://www.bandsintown.com/e/1032431749-nile-at-haltom-theater?came_from=209;Nile;United States;Haltom City;5601 E Belknap St;76117;(32.8007469, -97.2653808)
Nile @ Come and Take It Live;2025-02-21T17:00:00;https://www.bandsintown.com/e/1032430259-nile-at-come-and-take-it-live?came_from=209;Nile;United States;Austin;2015 E Riverside Dr Bldg 4;78741;(30.2408546, -97.7288765)
Nile @ Warehouse Live Midtown;2025-02-22T18:30:00;https://www.bandsintown.com/e/1032431831-nile-at-warehouse-live-midtown?came_from=209;Nile;United States;Houston;2600 Travis St;77006;(29.7458262, -95.3753559)
GoGo Penguin @ A4 Studio - Film, TV Studio & Event House;2024-10-19T20:00:00;https://www.bandsintown.com/e/105727784-gogo-penguin-at-a4-studio-film-tv-studio-and-event-house?came_from=209;GoGo Penguin;Slovakia;Bratislava;Trnavská cesta 39;831 04;(48.163835, 17.1446494)
GoGo Penguin @ HERE at Outernet;2024-10-24T19:00:00;https://www.bandsintown.com/e/105476638-gogo-penguin-at-here-at-outernet?came_from=209;GoGo Penguin;United Kingdom;London;Charing Cross Rd;WC2H 8LH;(51.5156889, -0.1298746)
GoGo Penguin @ La Paloma Sala de Ball;2024-11-14T21:00:00;https://www.bandsintown.com/e/105652103-gogo-penguin-at-la-paloma-sala-de-ball?came_from=209;GoGo Penguin;Spain;Barcelona;Carrer del Tigre;08001;(41.38239439999999, 2.1642397)
GoGo Penguin @ El Pavón Teatro Kamikaze;2024-11-15T21:30:00;https://www.bandsintown.com/e/105744924-gogo-penguin-at-el-pavon-teatro-kamikaze?came_from=209;GoGo Penguin;Spain;Madrid;C. de Embajadores;28012;(40.410031, -3.7061552)
GoGo Penguin @ Centro Cultural de Belém;2024-11-26T21:00:00;https://www.bandsintown.com/e/105727748-gogo-penguin-at-centro-cultural-de-belem?came_from=209;GoGo Penguin;Portugal;Lisboa;Praça do Império;1449-003;(38.6955029, -9.20835420000003)
GoGo Penguin @ Casa da Música;2024-11-27T21:00:00;https://www.bandsintown.com/e/105727743-gogo-penguin-at-casa-da-musica?came_from=209;GoGo Penguin;Portugal;Porto;Avenida da Boavista 604;4149-071;(41.1584091, -8.6307802)
Shlohmo @ Docks;2024-12-13T23:00:00;https://www.bandsintown.com/e/1033008862-shlohmo-at-docks?came_from=209;Shlohmo;Germany;Hamburg;Spielbudenplatz 19;20359;(53.5492917, 9.964537199999995)
Ride @ Space Ballroom;2024-12-04T20:00:00;https://www.bandsintown.com/e/1032156062-ride-at-space-ballroom?came_from=209;Ride;United States;Hamden;295 Treadwell St;06514;(41.35354299999999, -72.9254349)
Ride @ 9:30 Club;2024-12-05T19:00:00;https://www.bandsintown.com/e/1031577130-ride-at-9:30-club?came_from=209;Ride;United States;Washington;815 V St NW;20001;(38.9178952, -77.0237412)
Ride @ Warsaw;2024-12-06T19:00:00;https://www.bandsintown.com/e/1031577031-ride-at-warsaw?came_from=209;Ride;United States;Brooklyn;261 Driggs Ave;11222;(40.722392, -73.948408)
Ride @ Union Transfer;2024-12-07T20:00:00;https://www.bandsintown.com/e/1031572719-ride-at-union-transfer?came_from=209;Ride;United States;Philadelphia;1026 Spring Garden St;19123;(39.9613876, -75.1553236)
Ride @ Cat's Cradle;2024-12-09T20:00:00;https://www.bandsintown.com/e/1031793906-ride-at-cat's-cradle?came_from=209;Ride;United States;Carrboro;300 E Main St;27510;(35.9101783, -79.0689052)
Ride @ Variety Playhouse;2024-12-10T20:00:00;https://www.bandsintown.com/e/1031579497-ride-at-variety-playhouse?came_from=209;Ride;United States;Atlanta;1099 Euclid Ave NE;30307;(33.76372870000001, -84.35107149999999)
Ride @ White Oak Music Hall;2024-12-12T19:00:00;https://www.bandsintown.com/e/1031577105-ride-at-white-oak-music-hall?came_from=209;Ride;United States;Houston;2915 N Main St;77009;(29.7858129, -95.36683939999999)
Ride @ The Studio at the Factory;2024-12-13T20:00:00;https://www.bandsintown.com/e/1031578769-ride-at-the-studio-at-the-factory?came_from=209;Ride;United States;Dallas;2727 Canton St;75226;(32.782356, -96.7832169)
Ride @ Emo's Austin;2024-12-14T19:00:00;https://www.bandsintown.com/e/1031577069-ride-at-emo's-austin?came_from=209;Ride;United States;Austin;2015 E Riverside Dr;78741;(30.2395789, -97.7280066)
Ride @ Crescent Ballroom;2024-12-16T19:30:00;https://www.bandsintown.com/e/1031876730-ride-at-crescent-ballroom?came_from=209;Ride;United States;Phoenix;308 N 2nd Ave;85003;(33.4517982, -112.0768576)
Ride @ 191 Toole;2024-12-17T20:00:00;https://www.bandsintown.com/e/1031708303-ride-at-191-toole?came_from=209;Ride;United States;Tucson;191 E Toole Ave;85701;(32.225, -110.9691667)
Ride @ House of Blues San Diego;2024-12-18T19:00:00;https://www.bandsintown.com/e/1031577126-ride-at-house-of-blues-san-diego?came_from=209;Ride;United States;San Diego;1055 5th Ave;92101;(32.7163773, -117.1596034)
Ride @ The Fonda Theatre;2024-12-19T21:00:00;https://www.bandsintown.com/e/1031579896-ride-at-the-fonda-theatre?came_from=209;Ride;United States;Los Angeles;6126 Hollywood Blvd;90028;(34.101486, -118.3232871)
Ride @ The Fillmore;2024-12-20T20:00:00;https://www.bandsintown.com/e/1031577116-ride-at-the-fillmore?came_from=209;Ride;United States;San Francisco;1805 Geary Blvd;94115;(37.783926, -122.433072)
The Dear Hunter @ Metro Music Hall;2024-10-21T20:00:00;https://www.bandsintown.com/e/105732371-the-dear-hunter-at-metro-music-hall?came_from=209;The Dear Hunter;United States;Salt Lake City;615 W 100 S;84101;(40.7669525, -111.9089641)
The Dear Hunter @ The Oriental Theater;2024-10-22T20:00:00;https://www.bandsintown.com/e/105732411-the-dear-hunter-at-the-oriental-theater?came_from=209;The Dear Hunter;United States;Denver;4335 W 44th Ave;80212;(39.7767868, -105.0435276)
The Dear Hunter @ House of Blues Chicago;2024-10-25T20:00:00;https://www.bandsintown.com/e/105732421-the-dear-hunter-at-house-of-blues-chicago?came_from=209;The Dear Hunter;United States;Chicago;329 N Dearborn St;60654;(41.888275, -87.6288411)
The Dear Hunter @ Saint Andrew's Hall;2024-10-26T20:00:00;https://www.bandsintown.com/e/105732877-the-dear-hunter-at-saint-andrew's-hall?came_from=209;The Dear Hunter;United States;Detroit;431 E Congress St;48226;(42.3322259, -83.04146469999999)
The Dear Hunter @ The Roxy;2024-10-27T20:00:00;https://www.bandsintown.com/e/105732904-the-dear-hunter-at-the-roxy?came_from=209;The Dear Hunter;United States;Lakewood;13200 Madison Ave;44107;(41.4772019, -81.78108240000002)
The Dear Hunter @ The Opera House;2024-10-29T20:00:00;https://www.bandsintown.com/e/105732915-the-dear-hunter-at-the-opera-house?came_from=209;The Dear Hunter;Canada;Toronto;735 Queen St E;M4M;(43.65900360000001, -79.34880250000003)
The Dear Hunter @ Irving Plaza;2024-10-31T20:00:00;https://www.bandsintown.com/e/105732924-the-dear-hunter-at-irving-plaza?came_from=209;The Dear Hunter;United States;New York;17 Irving Pl;10003;(40.734929, -73.988448)
The Dear Hunter @ Paradise Rock Club;2024-11-01T20:00:00;https://www.bandsintown.com/e/105732937-the-dear-hunter-at-paradise-rock-club?came_from=209;The Dear Hunter;United States;Boston;967 Commonwealth Ave;02215;(42.3521732, -71.11937560000001)
The Dear Hunter @ Brooklyn Bowl Philadelphia;2024-11-02T20:00:00;https://www.bandsintown.com/e/105732947-the-dear-hunter-at-brooklyn-bowl-philadelphia?came_from=209;The Dear Hunter;United States;Philadelphia;1009 Canal St;19123;(39.965276, -75.13490399999999)
The Dear Hunter @ Cat's Cradle;2024-11-04T20:00:00;https://www.bandsintown.com/e/105732980-the-dear-hunter-at-cat's-cradle?came_from=209;The Dear Hunter;United States;Carrboro;300 E Main St;27510;(35.9101783, -79.0689052)
The Dear Hunter @ The Masquerade;2024-11-05T20:00:00;https://www.bandsintown.com/e/105732989-the-dear-hunter-at-the-masquerade?came_from=209;The Dear Hunter;United States;Atlanta;75 M.L.K. Jr Dr SW;30303;(33.748752, -84.38768449999999)
The Dear Hunter @ The Beacham;2024-11-06T20:00:00;https://www.bandsintown.com/e/105732997-the-dear-hunter-at-the-beacham?came_from=209;The Dear Hunter;United States;Orlando;46 N Orange Ave;32801;(28.5429997, -81.3791995)
The Dear Hunter @ Tulips FTW;2024-11-09T20:00:00;https://www.bandsintown.com/e/105733088-the-dear-hunter-at-tulips-ftw?came_from=209;The Dear Hunter;United States;Fort Worth;112 St Louis Ave;76104;(32.7431484, -97.32897129999999)
The Dear Hunter @ Mohawk Austin;2024-11-10T20:00:00;https://www.bandsintown.com/e/105733098-the-dear-hunter-at-mohawk-austin?came_from=209;The Dear Hunter;United States;Austin;912 Red River St;78701;(30.2700584, -97.7360748)
The Dear Hunter @ Walter Studios;2024-11-12T20:00:00;https://www.bandsintown.com/e/105733141-the-dear-hunter-at-walter-studios?came_from=209;The Dear Hunter;United States;Phoenix;747 W Roosevelt St;85007;(33.4579849, -112.082943)
The Dear Hunter @ The Belasco Theater;2024-11-13T20:00:00;https://www.bandsintown.com/e/105733156-the-dear-hunter-at-the-belasco-theater?came_from=209;The Dear Hunter;United States;Los Angeles;1050 South Hill St;90015;(34.0402451, -118.2592392)
The Dear Hunter @ The Fillmore;2024-11-14T20:00:00;https://www.bandsintown.com/e/105733160-the-dear-hunter-at-the-fillmore?came_from=209;The Dear Hunter;United States;San Francisco;1805 Geary Blvd;94115;(37.783926, -122.433072)
The Dear Hunter @ Wonder Ballroom;2024-11-16T20:00:00;https://www.bandsintown.com/e/105733163-the-dear-hunter-at-wonder-ballroom?came_from=209;The Dear Hunter;United States;Portland;128 NE Russell St;97212;(45.5407835, -122.6634794)
The Dear Hunter @ Neptune;2024-11-17T20:00:00;https://www.bandsintown.com/e/105733167-the-dear-hunter-at-neptune?came_from=209;The Dear Hunter;United States;Seattle;912 Dexter Ave N;98109;(47.6275403, -122.3420744)
Tigran Hamasyan @ Cadogan Hall;2024-11-17T18:30:00;https://www.bandsintown.com/e/1032442238-tigran-hamasyan-at-cadogan-hall?came_from=209;Tigran Hamasyan;United Kingdom;London;5 Sloane Terrace;SW1X 9DQ;(51.49379219999999, -0.1572319)
Tigran Hamasyan @ Rudolfinum;2024-11-20T20:00:00;https://www.bandsintown.com/e/1032096658-tigran-hamasyan-at-rudolfinum?came_from=209;Tigran Hamasyan;Czechia;Hlavní Město Praha;Alšovo nábř. 12;110 00;(50.0899562, 14.4154394)
Tigran Hamasyan @ Odéon Theatre;2024-11-25T20:00:00;https://www.bandsintown.com/e/106000343-tigran-hamasyan-at-odeon-theatre?came_from=209;Tigran Hamasyan;France;Paris;Pl. de l'Odéon;75006;(48.849495, 2.338703)
Tigran Hamasyan @ Le Carre Sevigne;2024-11-26T20:00:00;https://www.bandsintown.com/e/1032346083-tigran-hamasyan-at-le-carre-sevigne?came_from=209;Tigran Hamasyan;France;Cesson-sévigné;1 Rue du Bac;35510;(48.1179845, -1.5989453)
Tigran Hamasyan @ Klub Studio;2024-11-28T19:30:00;https://www.bandsintown.com/e/105946603-tigran-hamasyan-at-klub-studio?came_from=209;Tigran Hamasyan;Poland;Kraków;ul. Budryka 4;30-072;(50.0680363, 19.9082967)
Tigran Hamasyan @ Arsenal;2024-12-13T20:00:00;https://www.bandsintown.com/e/105805917-tigran-hamasyan-at-arsenal?came_from=209;Tigran Hamasyan;France;Metz;3 Avenue Ney;57000;(49.11455549999999, 6.170784000000026)
Tigran Hamasyan @ The Get Down Music Venue;2025-03-16T20:00:00;https://www.bandsintown.com/e/106053443-tigran-hamasyan-at-the-get-down-music-venue?came_from=209;Tigran Hamasyan;United States;Portland;680 SE 6th Ave;97214;(45.51813920000001, -122.6595546)
Tigran Hamasyan @ The Regent Theater;2025-03-20T20:30:00;https://www.bandsintown.com/e/1032965154-tigran-hamasyan-at-the-regent-theater?came_from=209;Tigran Hamasyan;United States;Los Angeles;448 S Main St;90013;(34.04710430000001, -118.2479757)
Tigran Hamasyan @ SFJAZZ Center;2025-03-21T19:30:00;https://www.bandsintown.com/e/106040162-tigran-hamasyan-at-sfjazz-center?came_from=209;Tigran Hamasyan;United States;San Francisco;201 Franklin St;94102;(37.7763853, -122.4213455)
Tigran Hamasyan @ Downtown Knoxville;2025-03-27T19:00:00;https://www.bandsintown.com/e/105935069-tigran-hamasyan-at-downtown-knoxville?came_from=209;Tigran Hamasyan;United States;Knoxville;17 Market Square STE 201;37902;(35.96512870000001, -83.9199276)
Tigran Hamasyan @ Irving Plaza;2025-03-28T20:00:00;https://www.bandsintown.com/e/105953581-tigran-hamasyan-at-irving-plaza?came_from=209;Tigran Hamasyan;United States;New York;17 Irving Pl;10003;(40.734929, -73.988448)
Tigran Hamasyan @ Somerville Theatre;2025-03-29T20:00:00;https://www.bandsintown.com/e/1032839265-tigran-hamasyan-at-somerville-theatre?came_from=209;Tigran Hamasyan;United States;Somerville;55 Davis Square;02144;(42.3966407, -71.123001)
Tigran Hamasyan @ De Singel;2025-04-02T20:30:00;https://www.bandsintown.com/e/105564786-tigran-hamasyan-at-de-singel?came_from=209;Tigran Hamasyan;Belgium;Berchem;Desguinlei 25;2018;(51.19021, 4.43264)
This Will Destroy You @ White Oak Music Hall;2024-10-22T19:00:00;https://www.bandsintown.com/e/1033052023-this-will-destroy-you-at-white-oak-music-hall?came_from=209;This Will Destroy You;United States;Houston;2915 N Main St;77009;(29.7858129, -95.36683939999999)
This Will Destroy You @ Siberia;2024-10-23T21:00:00;https://www.bandsintown.com/e/1033041525-this-will-destroy-you-at-siberia?came_from=209;This Will Destroy You;United States;New Orleans;2227 St Claude Ave;70117;(29.9688892, -90.0559387)
This Will Destroy You @ Boggs Social & Supply;2024-10-24T19:00:00;https://www.bandsintown.com/e/105970663-this-will-destroy-you-at-boggs-social-and-supply?came_from=209;This Will Destroy You;United States;Atlanta;1310 White St SW;30310;(33.7373611, -84.4303736)
This Will Destroy You @ Eulogy;2024-10-25T20:00:00;https://www.bandsintown.com/e/105970623-this-will-destroy-you-at-eulogy?came_from=209;This Will Destroy You;United States;Asheville;10 Buxton Ave;28801;(35.5883036, -82.5539636)
This Will Destroy You @ New Brookland Tavern;2024-10-26T19:00:00;https://www.bandsintown.com/e/105970632-this-will-destroy-you-at-new-brookland-tavern?came_from=209;This Will Destroy You;United States;Columbia;632 Harden St;29205;(33.998346, -81.0152262)
This Will Destroy You @ Ottobar;2024-10-27T19:00:00;https://www.bandsintown.com/e/105970667-this-will-destroy-you-at-ottobar?came_from=209;This Will Destroy You;United States;Baltimore;2549 N Howard St;21218;(39.31889030000001, -76.619669)
This Will Destroy You @ Sonia Live Music Venue;2024-10-29T19:00:00;https://www.bandsintown.com/e/1033048065-this-will-destroy-you-at-sonia-live-music-venue?came_from=209;This Will Destroy You;United States;Cambridge;10 Brookline St;02139;(42.36350059999999, -71.1016204)
This Will Destroy You @ Space Ballroom;2024-10-30T20:00:00;https://www.bandsintown.com/e/1033048378-this-will-destroy-you-at-space-ballroom?came_from=209;This Will Destroy You;United States;Hamden;295 Treadwell St;06514;(41.35354299999999, -72.9254349)
This Will Destroy You @ The Parlour;2024-10-31T19:00:00;https://www.bandsintown.com/e/105987676-this-will-destroy-you-at-the-parlour?came_from=209;This Will Destroy You;United States;Providence;1119 N Main St;02904;(41.8512583, -71.40202219999999)
This Will Destroy You @ The Meadows;2024-11-01T18:30:00;https://www.bandsintown.com/e/1033041497-this-will-destroy-you-at-the-meadows?came_from=209;This Will Destroy You;United States;Brooklyn;17 Meadow St;11206;(40.7107622, -73.93657019999999)
This Will Destroy You @ Concourse Dance Bar;2024-11-02T18:00:00;https://www.bandsintown.com/e/105970679-this-will-destroy-you-at-concourse-dance-bar?came_from=209;This Will Destroy You;United States;Philadelphia;1635 Market St;19103;(39.9531797, -75.1679223)
This Will Destroy You @ Montage Music Hall;2024-11-03T19:00:00;https://www.bandsintown.com/e/105970692-this-will-destroy-you-at-montage-music-hall?came_from=209;This Will Destroy You;United States;Rochester;50 Chestnut St;14604;(43.155998, -77.602714)
This Will Destroy You @ Mahall's;2024-11-05T19:00:00;https://www.bandsintown.com/e/1033041498-this-will-destroy-you-at-mahall's?came_from=209;This Will Destroy You;United States;Lakewood;13200 Madison Av;44107;(41.4771169, -81.7810872)
This Will Destroy You @ The Sanctuary Detroit;2024-11-06T19:00:00;https://www.bandsintown.com/e/105970702-this-will-destroy-you-at-the-sanctuary-detroit?came_from=209;This Will Destroy You;United States;Hamtramck;2932 Caniff St;48212;(42.3999817, -83.0590481)
This Will Destroy You @ Reggie's Music Joint;2024-11-07T20:00:00;https://www.bandsintown.com/e/1033047824-this-will-destroy-you-at-reggie's-music-joint?came_from=209;This Will Destroy You;United States;Chicago;2105 S State St;60616;(41.8539813, -87.6267559)
